,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
40,iBus,Telecommuncation,N/A,21000000.0,Bangalore,iBus Networks is an in-building connectivity solutions company,2021,2010,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley
41,Puresh Daily,Milk startup,Seed,100000.0,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,2019,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners"
42,LearnVern,EdTech,N/A,1000000.0,Ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,2016,"Niral Modi, Aditi Modi",N/A
43,LimeChat,AI Chatbot,Seed,7500000.0,"Faridabad, Haryana",Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,2020,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma"
44,Dybo,IT,Seed,100000.0,Bangalore,Product Visualisation Technology for Commerce,2021,2019,Dhawal Jain,Spanache
45,moEVing,Logistics,Seed,1000000.0,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",2021,2021,VIKASH MISHRA,N/A
46,WeWork India,Hospitality,N/A,26000000.0,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,2017,Karan Virwani,N/A
47,Solethreads,Fashion,Series A,1000000.0,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,2018,Vikram Iyer,"DSG Consumer Partners, Saama Capital"
48,Beldara,E-commerce,N/A,7400000.0,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,2018,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures
49,CredFlow,FinTech,Seed,2000000.0,New Delhi,CredFlow provides financial solutions to automate your cashflows.,2021,2020,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures"
50,Do Your Thng,Marketing,N/A,1500000.0,Gurugram,World's first shared economy platform for digital assets.,2021,2018,Ankit Agarwal,"Angelbay Holdings, Faad Network"
51,Oye Rickshaw,Transportation,N/A,3000000.0,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,2017,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures"
52,Legitquest,LegalTech,N/A,600000.0,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,2017,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge"
53,Swiggy,Food delivery,N/A,800000000.0,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,2014,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital"
54,AntWak,EdTech,Seed,0.0,Bangalore,AntWak provides a video platform for e-learning service.,2021,2019,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah"
55,PlayShifu,EdTech,Series B,17000000.0,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,2016,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund"
56,Pitstop,Automotive,Pre-series B,3500000.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,2015,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture"
57,Lendingkart,FinTech,Debt,15000000.0,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings"
58,CRED,FinTech,Series D,215000000.0,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management"
59,Karnival,SaaS startup,Seed,2500000.0,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015,Neeraj Tyagi,http://100x.vc/
60,PharmEasy,HealthTech,Series E,350000000.0,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec"
61,WESS,Renewable Energy,Seed,2000000.0,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989,Hitesh Doshi,Centrum Financial Services
62,ShopSe,FinTech,N/A,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT"
63,Fantasy Akhada,Fantasy sports,N/A,600000.0,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,2020,Amit Purohit,Harsha Bhogle
64,Rage Coffee,Food & Beverages,Pre-series A,0.0,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,2018,Bharat Sethi,"GetVantage, Prakash Katama"
65,Groww,FinTech,Series D,83000000.0,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund"
66,Avanti Finance,FinTech,Series A,26000000.0,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation
67,Kudos,FinTech,Pre-series A,0.0,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,2014,Naresh Vigh,Marquee fintech founders
68,OfBusiness,FinTech,N/A,110000000.0,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,2015,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners"
69,Superpro.ai,Video communication,Seed,3000000.0,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,2019,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India"
70,ShareChat,Social Media,N/A,500000000.0,Bangalore,ShareChat is a social networking and regional content platform.,2021,2015,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal"
71,WiT-ACE,Skill development,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020,Anuranjita Kumar,CitiusTech
72,Spinny,Retail,Series C,65000000.0,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
73,Alteria Capital,FinTech,Debt,150000000000.0,Mumbai,Alteria Capital is a Venture debt firm .,2021,2018,Vinod Murali,N/A
74,Safexpay,FinTech,N/A,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017,Ravi Gupta,"T Choithrams BVI, Ardor"
75,PumPumPum,Rental,Pre-series A,700000.0,Gurugram,Pumpumpum is a car rental company.,2021,2018,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank"
76,Speciale Invest,FinTech,N/A,10000000.0,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,2017,"Vishesh Rajaram, Arjun Rao",N/A
77,Eunimart,E-commerce,Pre-series A,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt"
78,Meesho,E-commerce,N/A,300000000.0,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,2015,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway"
79,CareerLabs,EdTech,N/A,2200000.0,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,2019,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital
80,Uable,EdTech,Pre-series A,35000000.0,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,2020,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures"
81,Zoko,Tech Startup,Seed,140000000.0,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016,"Arjun Paul, Aromal Sivadasan",Y Combinator
82,GetWork,Recruitment,Seed,200000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,2019,Rahul Veerwal,Artha Venture Fund
83,Easebuzz,E-commerce,Series A,4000000.0,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,2015,Rohit Prasad,"Jitendra Gupta, Amrish Rau"
84,Chingari,Social Media,N/A,13000000.0,Bangalore,Chingari operates as a short video platform.,2021,2018,Sumit Ghosh,"FJ Labs, Brian Norgard"
85,DusMinute,Retail,Pre-series A,1100000.0,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,2017,Apoorva Mishra,Indian Angel Network
87,Karbon Card,FinTech,N/A,0.0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,2019,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator
88,Factors.AI,SaaS startup,N/A,2000000.0,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2020,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures"
89,Elevar,Sports,N/A,2000000.0,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,2017,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital"
90,Studio Sirah,Computer Games,N/A,800000.0,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,2020,"Abhaas Shah, Prateek Shah",Lumikai
91,OTO Capital,FinTech,N/A,6000000.0,Mumbai,The Future Of Vehicle Ownership!,2021,2018,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India
92,1Bridge,Consumer Goods,N/A,2500000.0,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,2016,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners
93,Skeps,FinTech,N/A,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,2018,"Mayank Tewari, Tushar Srivastava",Bertelsmann India
94,Curefoods,Food & Beverages,N/A,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,2020,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal"
95,TartanSense,Information Technology,N/A,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
96,Bewakoof,Apparel & Fashion,N/A,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,2012,Prabhkiran Singh,InvestCorp
97,Kirana247,Logistics & Supply Chain,N/A,1000000.0,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018,"Tarun Jiwarajka, Pankhuri Jiwarajka",N/A
98,FanPlay,Computer Games,$1200000,0.0,Computer Games,A real money game app specializing in trivia games,2021,2020,YC W21,"Pritesh Kumar, Bharat Gupta"
99,NeoDocs,Healthtech,N/A,0.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
100,IsGoingOnline,Retail,N/A,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
101,Camp K12,EdTech,N/A,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
102,Elda Health,Healthcare,N/A,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
103,Sporjo,SportsTech,N/A,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020,G Srinivvasan,Punit Balan
104,Advantage Club,HRTech,N/A,1700000.0,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,2014,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah"
105,SuperGaming,Gaming,N/A,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021,2017,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
106,Ruptok,FinTech,N/A,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Eclear Leasing
107,Curefoods,Food & Beverages,N/A,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,2020,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal"
108,TartanSense,Information Technology,Series A,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
109,Bewakoof,Apparel & Fashion,N/A,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,2012,Prabhkiran Singh,InvestCorp
110,Kirana247,Logistics & Supply Chain,Pre-series A,1000000.0,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018,"Tarun Jiwarajka, Pankhuri Jiwarajka",N/A
111,FanPlay,Computer Games,$1200000,0.0,Computer Games,A real money game app specializing in trivia games,2021,2020,YC W21,"Pritesh Kumar, Bharat Gupta"
112,NeoDocs,Healthtech,Pre-seed,0.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
113,IsGoingOnline,Retail,Pre-series A,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
114,Camp K12,EdTech,Series A,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
115,Elda Health,Healthcare,Seed,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
116,Sporjo,SportsTech,Pre-series A,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020,G Srinivvasan,Punit Balan
117,Advantage Club,HRTech,N/A,1700000.0,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,2014,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah"
118,SuperGaming,Gaming,Series A,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021,2017,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
119,Ruptok,FinTech,N/A,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Eclear Leasing
120,O’ Be Cocktails,Wine & Spirits,N/A,400000.0,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,2021,2019,Nitesh Prakash,"First Cheque, Letsventure"
